index,old_index,environment_short,environment_full,unambiguous_direct,unambiguous_indirect,ambiguity_type,amb_shortlist,ambiguous_task,question,answer,plans,
181,119,"corkscrew, frying pan, grill pan, sauce pan, dish rack, tomato paste, mayonnaise, ketchup, mustard, glass milk bottle, oat milk bottle, mixed fruit jam, fresh mozarella package, cottage cheese, cream cheese, mozarella sticks, cheddar cheese slices, bottle of white wine, bottle of red wine","a corkscrew, a frying pan, a grill pan, a sauce pan, a dish rack, tomato paste, mayonnaise, ketchup, mustard, a glass milk bottle, an oat milk bottle, mixed fruit jam, a fresh mozarella package, cottage cheese, cream cheese, mozarella sticks, cheddar cheese slices, a bottle of white wine, a bottle of red wine","Robot, please use the frying pan to make a cheesy tomato and cream cheese dip. Heat a tablespoon of olive oil (if available in the kitchen) in the frying pan over medium heat. Add a minced clove of garlic (if available in the kitchen) and cook until fragrant. Add a can of tomato paste and cook for 1-2 minutes until darkened in color. Stir in a block of cream cheese and cook until melted and smooth. Serve the dip in a bowl with a side of cheddar cheese slices, mozzarella sticks, and a glass of white wine.","Kitchen robot, please prepare a cheesy tomato and cream cheese dip using the frying pan. Heat some olive oil in the pan over medium heat. Add minced garlic and cook until it smells good. Put in the tomato paste and cook for a bit until it darkens. Mix in the cream cheese until it's melted and smooth. Serve the dip in a bowl with cheddar cheese slices, mozzarella sticks, and a glass of white wine on the side.",preferences,,"Robot, please use a pan to make a cheesy tomato and cream cheese dip. Heat oil in the pan over medium heat. Add garlic and cook until fragrant. Add tomato paste and cook for 1-2 minutes until darkened in color. Stir in cream cheese and cook until melted and smooth. Serve the dip in a bowl with a side of cheddar cheese slices, mozzarella sticks, and a glass of white wine.",Which type of oil should be used for heating in the pan?,Which type of oil should be used for heating in the pan?,"1. Check the inventory to ensure all necessary ingredients and tools are available in the kitchen.
2. Locate the frying pan and place it on the stove.
3. Check if there is olive oil available in the kitchen. If yes, measure a tablespoon of olive oil and pour it into the frying pan.
4. Turn on the stove to medium heat.
5. Locate a clove of garlic in the kitchen and mince it finely.
6. Add the minced garlic to the frying pan with olive oil and cook until fragrant, stirring occasionally.
7. Open a can of tomato paste and add it to the frying pan with garlic, stirring well to combine.
8. Cook for 1-2 minutes until the tomato paste darkens in color, continuing to stir occasionally.
9. Open a block of cream cheese and add it to the frying pan with tomato paste, stirring continuously until melted and smooth.
10. Once everything is well combined, turn off the stove and remove from heat.
11. Transfer the cheesy tomato cream cheese dip into a serving bowl using a spatula or spoon.
12. Arrange cheddar cheese slices, mozzarella sticks on a plate as sides for dipping along with white wine in a glass for serving
13.Serve hot dip immediately alongside cheddar cheese slices, mozzarella sticks, white wine.

The robot should follow these steps carefully while ensuring safety measures are taken during cooking process such as handling hot pans carefully etc..",0
182,118,"frying pan, grill pan, sauce pan, kitchen towel, avocado, apple, garlic, cucumber, eggs, potato chips, rice chips, jalapeno chips, glass milk bottle, oat milk bottle","a frying pan, a grill pan, a sauce pan, a kitchen towel, an avocado, an apple, a garlic, a cucumber, eggs, potato chips, rice chips, jalapeno chips, a glass milk bottle, an oat milk bottle","Robot, please use the frying pan to make a quick and easy avocado and egg breakfast. Heat a tablespoon of olive oil (if available in the kitchen) in the frying pan over medium heat. Crack two eggs into the pan and cook until the whites are set and the yolks are cooked to your desired level of doneness. Meanwhile, slice an avocado in half and remove the pit. Place the avocado halves in the pan and cook for 1-2 minutes until slightly softened. Serve the eggs and avocado on a plate with a sprinkle of salt and pepper, and a side of potato chips.","Kitchen robot, please prepare a quick and simple breakfast using the frying pan. Heat some olive oil in the pan over medium heat. Cook two eggs until the whites are firm and the yolks are cooked to your liking. While the eggs are cooking, cut an avocado in half and remove the pit. Add the avocado halves to the pan and cook for 1-2 minutes until slightly softened. Serve the eggs and avocado on a plate with salt, pepper, and a side of potato chips.",preferences,,"Robot, please use the frying pan to make a quick and easy avocado and egg breakfast. Heat a tablespoon of olive oil (if available in the kitchen) in the frying pan over medium heat. Crack two eggs into the pan and cook until the whites are set and the yolks are cooked to your desired level of doneness. Meanwhile, slice an avocado in half and remove the pit. Place the avocado halves in the pan and cook for 1-2 minutes until slightly softened. Serve the eggs and avocado on a plate with a sprinkle of salt and pepper, and a side of potato chips.",Should I use olive oil from the glass bottle or oat milk from another bottle for cooking?,Should I use olive oil from the glass bottle or oat milk from another bottle for cooking?,"1. Check the availability of olive oil in the kitchen. If olive oil is available, proceed to step 2. If not, inform the user that olive oil is not available and ask for an alternative cooking oil.

2. Place the frying pan on the stove and turn on the heat to medium.

3. Pour a tablespoon of olive oil into the frying pan and allow it to heat up.

4. Crack two eggs into the frying pan, making sure to keep them separate from each other.

5. Cook the eggs until the whites are set and the yolks are cooked to your desired level of doneness, flipping them if necessary.

6. While the eggs are cooking, slice an avocado in half lengthwise and remove the pit carefully using a knife or spoon.

7. Place both avocado halves cut-side down in the frying pan next to or around where you have placed your eggs.

8. Cook for 1-2 minutes until slightly softened but still firm enough to hold their shape when served.

9. Sprinkle salt and pepper over both eggs and avocado halves while they are still in the pan for added flavor.

10. Carefully transfer everything onto a plate using a spatula or tongs, making sure not to break either egg yolk or avocado half during this process.

11. Serve with a side of potato chips on another section of your plate for added crunchiness and enjoyment with every bite!

12. Inform user that breakfast is ready! Enjoy your delicious avocado and egg breakfast with potato chips!",0
183,200,"metal bowl, plastic bowl, ceramic bowl, frying pan, grill pan, sauce pan, muesli, cornflakes, almond milk chocolate tablet, dark chocolate tablet, milk chocolate tablet, granulated sugar, table salt, bottle of white wine, bottle of red wine","a metal bowl, a plastic bowl, a ceramic bowl, a frying pan, a grill pan, a sauce pan, muesli, cornflakes, an almond milk chocolate tablet, a dark chocolate tablet, a milk chocolate tablet, granulated sugar, table salt, a bottle of white wine, a bottle of red wine","Robot, please use the frying pan to make a quick and easy chocolate and muesli dessert. Use a tablespoon of butter (if available in the kitchen), a dark chocolate tablet, and a cup of muesli. Melt the butter and chocolate together in the pan over medium heat, then mix in the muesli until well combined.","Kitchen robot, please prepare a simple dessert using the frying pan. Combine a tablespoon of butter (if available), a dark chocolate bar, and a cup of muesli in the pan over medium heat until melted. Stir in the muesli until fully mixed. Thank you!",preferences,,"Robot, please use a pan to make a quick and easy chocolate and muesli dessert. Use a tablespoon of butter (if available in the kitchen), a dark chocolate tablet, and a cup of muesli. Melt the butter and chocolate together in the pan over medium heat, then mix in the muesli until well combined.",Which type of pan should I use to make the dessert?,Which type of pan should I use to make the dessert?,"1. Check the kitchen for the necessary ingredients and tools: frying pan, butter, dark chocolate tablet, muesli, tablespoon.

2. If butter is available in the kitchen, take out a tablespoon of butter and place it in the frying pan.

3. Break the dark chocolate tablet into smaller pieces and add them to the frying pan with the butter.

4. Turn on the stove to medium heat and melt the butter and chocolate together in the frying pan, stirring constantly to prevent burning.

5. Once the chocolate is fully melted and combined with the butter, add a cup of muesli to the mixture in the frying pan.

6. Stir well until all ingredients are evenly coated with chocolate mixture.

7. Turn off heat and remove frying pan from stove.

8. Serve hot or let cool for a few minutes before serving as desired.

9. Enjoy your quick and easy chocolate muesli dessert!",0
184,213,"frying pan, grill pan, sauce pan, bread knife, paring knife, butter knife, cutting board, spatula, potato, black pepper, garlic, onion, tomato, cucumber, carrot, bell pepper, cream cheese, cottage cheese, potato chips, rice chips, canned olives","a frying pan, a grill pan, a sauce pan, a bread knife, a paring knife, a butter knife, a cutting board, a spatula, a potato, a black pepper, a garlic, an onion, a tomato, a cucumber, a carrot, a bell pepper, cream cheese, cottage cheese, potato chips, rice chips, canned olives","Robot, please use the frying pan to make a quick and easy vegetable stir-fry. Use a tablespoon of olive oil (if available in the kitchen), a diced onion, a diced bell pepper, a diced carrot, and a diced tomato. Mix the ingredients together and cook over medium heat until the vegetables are tender.","Kitchen robot, please prepare a vegetable stir-fry using the frying pan. If available, use a tablespoon of olive oil, along with a chopped onion, bell pepper, carrot, and tomato. Combine the ingredients and cook over medium heat until the vegetables are soft.",preferences,,"Robot, please use a pan to make a quick and easy vegetable stir-fry. Use a tablespoon of oil, a diced onion, a diced bell pepper, a diced carrot, and a diced tomato. Mix the ingredients together and cook over medium heat until the vegetables are tender.",Which type of oil should I use for the vegetable stir-fry?,Which type of oil should I use for the vegetable stir-fry?,"1. Check the availability of olive oil in the kitchen. If olive oil is available, proceed to step 2. If not, use an alternative cooking oil such as vegetable or canola oil.

2. Place the frying pan on the stove and turn on the heat to medium.

3. Add a tablespoon of olive oil to the frying pan and allow it to heat up.

4. Add the diced onion, bell pepper, carrot, and tomato to the heated frying pan.

5. Use a spatula to mix all the vegetables together in the pan.

6. Cook over medium heat, stirring occasionally, until the vegetables are tender (approximately 8-10 minutes).

7. Season with salt and black pepper according to taste preferences.

8. Once cooked, turn off the heat and transfer the vegetable stir-fry onto a serving plate or bowl.

9. Serve hot as a delicious and healthy side dish or main course option.

10. Clean up any mess made during cooking by washing dishes used and wiping down countertops for a tidy kitchen space.
",0
185,89,"metal bowl, plastic bowl, ceramic bowl, garlic press, citrus juicer, potato, black pepper, bell pepper, onion, cucumber, cabbage, garlic, carrot, orange, lemon, apple, peach, avocado, grapes, jalapeno chips, rice chips, potato chips, table salt, sea salt, granulated sugar, uncut white bread, toasted bread, sliced whole wheat bread,  eggs, cheddar cheese","a metal bowl, a plastic bowl, a ceramic bowl, a garlic press, a citrus juicer, a potato, a black pepper, a bell pepper, an onion, a cucumber, a cabbage, a garlic, a carrot, an orange, a lemon, an apple, a peach, an avocado, grapes, jalapeno chips, rice chips, potato chips, table salt, sea salt, granulated sugar, uncut white bread, toasted bread, sliced whole wheat bread, eggs, cheddar cheese","Robot, please use the frying pan to make a Western omelette. Use the knife block to chop up a bell pepper, an onion, and a tomato. Crack two eggs into a bowl and whisk them with a fork. Add the chopped vegetables to the frying pan and cook them until they are tender. Pour the eggs over the vegetables and add a slice of cheddar cheese on top. Fold the omelette in half and cook it until the cheese is melted. Serve the Western omelette with a side of sliced avocado and a slice of toasted bread on a ceramic dinner plate.","Robot, please prepare a Western omelette using the skillet. Use the knife set to dice a bell pepper, an onion, and a tomato. Crack two eggs into a mixing bowl and beat them with a fork. Cook the diced vegetables in the skillet until they are soft. Pour the beaten eggs over the vegetables and place a slice of cheddar cheese on top. Fold the omelette in half and cook until the cheese is melted. Serve the omelette with sliced avocado and toasted bread on a ceramic plate.",preferences,,"Robot, please use the frying pan to make a Western omelette. Use the knife block to chop up a bell pepper, an onion, and a tomato. Crack two eggs into a bowl and whisk them with a fork. Add the chopped vegetables to the frying pan and cook them until they are tender. Pour the eggs over the vegetables and add a slice of cheddar cheese on top. Fold the omelette in half and cook it until the cheese is melted. Serve the Western omelette with a side of sliced avocado and a slice of toasted bread on a ceramic dinner plate.","Robot, should I use white bread or whole wheat bread for slicing as part of serving? ","Robot, should I use white bread or whole wheat bread for slicing as part of serving? ","1. The robot will first gather all the necessary ingredients and tools for making the Western omelette: a frying pan, a knife block with a knife, a bell pepper, an onion, a tomato, two eggs, cheddar cheese, avocado, and toasted bread.

2. The robot will then chop up the bell pepper, onion, and tomato using the knife from the knife block.

3. Next, the robot will crack two eggs into a bowl and whisk them with a fork until well combined.

4. The robot will heat up the frying pan on the stove at medium heat and add some oil to prevent sticking.

5. Once the pan is hot enough, the robot will add in the chopped vegetables and cook them until they are tender.

6. After that, the robot will pour in the whisked eggs over the cooked vegetables in the frying pan.

7. The robot will then place a slice of cheddar cheese on top of the omelette mixture in order to melt it.

8. Once everything is cooked through and cheese is melted to perfection,the robot will fold over one side of omelette onto other side using spatula

9.The final step would be forthe kitchenrobotto serve Western omelette on ceramic dinner plate along with sliced avocadoand toasted bread as per instructions given",0
186,55,"garlic press, porcelain cup, beer mug, ceramic mug, glass mug, plastic cup, paper cup, glass, bread knife, paring knife, butter knife, cutting board, energy bar, onion, black pepper, carrot, potato, cottage cheese, cream cheese, mozarella sticks, fresh mozarella package, peach, grapes, apple, avocado, lemon, banana, orange, black tea bags, green tea bags","a garlic press, a porcelain cup, a beer mug, a ceramic mug, a glass mug, a plastic cup, a paper cup, a glass, a bread knife, a paring knife, a butter knife, a cutting board, an energy bar, an onion, a black pepper, a carrot, a potato, cottage cheese, cream cheese, mozarella sticks, a fresh mozarella package, a peach, grapes, an apple, an avocado, a lemon, a banana, an orange, black tea bags, green tea bags","Robot, please use the garlic press to crush a clove of garlic and mix it with the cream cheese. Then, spread the mixture on a slice of bread and top it with slices of avocado, mozzarella cheese, and a sprinkle of black pepper. Toast the sandwich in the oven until the cheese is melted and serve it on a plate with a side of grapes.","Kitchen robot, please crush a garlic clove using the garlic press and combine it with the cream cheese. Then, spread the mixture on a piece of bread and top it with slices of avocado, mozzarella cheese, and a sprinkle of black pepper. Toast the sandwich in the oven until the cheese is melted and serve it on a plate with a side of grapes.",preferences,,"Robot, please use the garlic press to crush a clove of garlic and mix it with the cream cheese. Then, spread the mixture on a slice of bread and top it with slices of avocado, mozzarella cheese, and a sprinkle of black pepper. Toast the sandwich in the oven until the cheese is melted and serve it on a plate with a side of grapes.",Which type of bread should be used for making the sandwich?,Which type of bread should be used for making the sandwich?,"1. The robot will first locate the garlic press in the kitchen and retrieve a clove of garlic from the fridge.
2. The robot will place the clove of garlic in the garlic press and crush it to extract the minced garlic.
3. Next, the robot will locate the cream cheese in the fridge and mix it with the minced garlic in a bowl.
4. The robot will then spread this mixture onto a slice of bread on a cutting board.
5. The robot will slice an avocado using a knife and place slices on top of the cream cheese mixture on bread.
6. Next, the robot will retrieve mozzarella cheese from either fresh package or mozarella sticks, slice it, and add it on top of avocado slices.
7. The robot will sprinkle black pepper over all ingredients on bread before placing another slice of bread on top to create a sandwich.
8. The sandwich is then placed into an oven-safe dish or tray by using oven mitts for safety measures before being placed into preheated oven for melting cheese at appropriate temperature setting
9. While waiting for sandwich to toast, Robot can prepare plate by arranging grapes as side dish
10.Once toasted, Robot removes sandwich from oven using oven mitts again to avoid burns
11.Finally, Robot places sandwich onto prepared plate with side dish of grapes before serving.

By following these steps carefully and accurately, Kitchen Robot should be able to successfully complete task assigned without any issues!",0
187,36,"garlic press, porcelain cup, beer mug, ceramic mug, glass mug, plastic cup, paper cup, glass, lemon, orange, avocado, apple, peach, grapes, canned olives","a garlic press, a porcelain cup, a beer mug, a ceramic mug, a glass mug, a plastic cup, a paper cup, a glass, a lemon, an orange, an avocado, an apple, a peach, grapes, canned olives","Robot, please use the garlic press to crush two cloves of garlic into a small bowl. Then, use a knife to slice a lemon in half and squeeze the juice into the bowl with the garlic. Add a pinch of salt and a tablespoon of olive oil to the bowl and mix well.","Kitchen robot, please crush two garlic cloves using the garlic press into a small bowl. Then, cut a lemon in half with a knife and squeeze the juice into the bowl with the garlic. Add a pinch of salt and one tablespoon of olive oil to the mixture and stir well.",preferences,,"Robot, please use the garlic press to crush two cloves of garlic into a small bowl. Then, use a knife to slice a lemon in half and squeeze the juice into the bowl with the garlic. Add a pinch of salt and a tablespoon of olive oil to the bowl and mix well.",Which type of cup should be used for mixing all the ingredients together?,Which type of cup should be used for mixing all the ingredients together?,"1. Locate the garlic press in the kitchen.
2. Open the fridge and retrieve two cloves of garlic.
3. Place the garlic cloves into the garlic press and crush them into a small bowl.
4. Locate a knife in the kitchen.
5. Retrieve a lemon from the kitchen table.
6. Use the knife to slice the lemon in half.
7. Squeeze the juice from one half of the lemon into the bowl with crushed garlic using your hands or a juicer if available.
8. Add a pinch of salt to taste and a tablespoon of olive oil to the bowl with crushed garlic and lemon juice.
9. Mix well using a spoon or fork until all ingredients are combined evenly.

The robot should follow these steps carefully to successfully complete its task of preparing crushed garlic with lemon juice, salt, and olive oil in a small bowl for cooking purposes.",0
188,59,"metal bowl, plastic bowl, ceramic bowl, garlic press, frying pan, grill pan, sauce pan, garlic, cucumber, potato, carrot, tomato, sunflower oil, olive oil, canned olives","a metal bowl, a plastic bowl, a ceramic bowl, a garlic press, a frying pan, a grill pan, a sauce pan, a garlic, a cucumber, a potato, a carrot, a tomato, sunflower oil, olive oil, canned olives","Robot, please use the garlic press to crush two cloves of garlic. Heat up the frying pan on the stove and add two tablespoons of olive oil. Add the crushed garlic to the pan and sauté until fragrant. Meanwhile, peel and chop the potato and carrot into small cubes. Add the cubed vegetables to the pan and stir to combine with the garlic. Cook until the vegetables are tender, then add a can of olives and a diced tomato. Stir to combine and cook for another 2-3 minutes. Serve the vegetable and olive sauté in a ceramic bowl.","Kitchen robot, please crush two cloves of garlic using the garlic press. Heat up the frying pan on the stove and add two tablespoons of olive oil. Add the crushed garlic to the pan and sauté until it becomes aromatic. In the meantime, peel and chop the potato and carrot into small cubes. Add these diced vegetables to the pan with the garlic and stir them together. Cook until they are soft, then mix in a can of olives and a chopped tomato. Stir everything together and cook for an additional 2-3 minutes. Finally, serve the vegetable and olive sauté in a ceramic bowl.",preferences,,"Robot, please use the garlic press to crush two cloves of garlic. Heat up the frying pan on the stove and add two tablespoons of olive oil. Add the crushed garlic to the pan and sauté until fragrant. Meanwhile, peel and chop the potato and carrot into small cubes. Add the cubed vegetables to the pan and stir to combine with the garlic. Cook until the vegetables are tender, then add a can of olives and a diced tomato. Stir to combine and cook for another 2-3 minutes. Serve the vegetable and olive sauté in a ceramic bowl.",Which type of bowl should I use to serve the vegetable and olive sauté?,Which type of bowl should I use to serve the vegetable and olive sauté?,"1. Locate the garlic press in the kitchen.
2. Retrieve two cloves of garlic from the fridge.
3. Place the garlic cloves into the garlic press and crush them to extract their juices.
4. Set aside the crushed garlic in a metal bowl.
5. Locate the frying pan and place it on top of the stove.
6. Turn on the stove and adjust it to medium heat.
7. Retrieve the olive oil from the kitchen table and measure out two tablespoons using a measuring spoon.
8. Pour the olive oil into the heated frying pan and allow it to heat up for a few seconds.
9. Add the crushed garlic to the hot oil in the frying pan, stirring occasionally until fragrant (about 1-2 minutes).
10. Peel and chop both potato, carrot, cucumber, tomato
11.Add cubed potato and carrot into sautéed mixture
12.Stir occasionally until vegetables are tender (about 5-7 minutes)
13.Add canned olives along with diced tomato
14.Stir well to combine all ingredients together
15.Cook for another 2-3 minutes until everything is heated through
16.Turn off stove once done cooking 
17.Serve vegetable and olive sauté in ceramic bowl placed on kitchen table

The robot should follow these steps carefully to successfully complete its task of preparing vegetable and olive sauté in a ceramic bowl as instructed by its user",0
189,116,"garlic press, shears, whisk, bottle of white wine, bottle of red wine, honey, muesli, cornflakes, fresh mozarella package, mozarella sticks, cream cheese","a garlic press, shears, a whisk, a bottle of white wine, a bottle of red wine, honey, muesli, cornflakes, a fresh mozarella package, mozarella sticks, cream cheese","Robot, please use the garlic press to mince two cloves of garlic. Then, heat a tablespoon of olive oil (if available in the kitchen) in a pan over medium heat. Add the minced garlic to the pan and cook for 1-2 minutes until fragrant. Add a cup of cherry tomatoes (if available in the fridge) to the pan and cook for 5-7 minutes until softened. Serve the tomatoes and garlic over a slice of toasted bread with a sprinkle of shredded mozzarella cheese on top.","Kitchen robot, please crush two cloves of garlic using the garlic press. Next, warm up a tablespoon of olive oil (if it's in the kitchen) in a pan on medium heat. Add the crushed garlic to the pan and cook for 1-2 minutes until it smells good. Put a cup of cherry tomatoes (if they're in the fridge) into the pan and cook for 5-7 minutes until they soften. Serve the cooked tomatoes and garlic on top of a piece of toasted bread with some shredded mozzarella cheese sprinkled over them.",preferences,,"Robot, please use the garlic press to mince two cloves of garlic. Then, heat a tablespoon of olive oil (if available in the kitchen) in a pan over medium heat. Add the minced garlic to the pan and cook for 1-2 minutes until fragrant. Add a cup of cherry tomatoes (if available in the fridge) to the pan and cook for 5-7 minutes until softened. Serve the tomatoes and garlic over a slice of toasted bread with a sprinkle of shredded mozzarella cheese on top.","Robot, where should I find cherry tomatoes in order to complete this task? ","Robot, where should I find cherry tomatoes in order to complete this task? ","1. Locate the garlic press in the kitchen.
2. Retrieve two cloves of garlic from the storage area.
3. Peel the garlic cloves and place them in the garlic press.
4. Use the garlic press to mince the two cloves of garlic.
5. Locate a tablespoon of olive oil in the kitchen, if available.
6. Heat a pan over medium heat on the stove.
7. Add a tablespoon of olive oil to the heated pan.
8. Add the minced garlic to the pan and cook for 1-2 minutes until fragrant, stirring occasionally with a whisk or spatula.
9. Retrieve cherry tomatoes from the fridge, if available, and wash them under running water.
10. Cut each cherry tomato into halves or quarters using shears or a knife on a cutting board.
11. Add a cup of chopped cherry tomatoes to the pan with minced garlic and cook for 5-7 minutes until softened, stirring occasionally with a spatula or spoon.
12. While cooking, locate shredded mozzarella cheese in either fresh mozarella package or mozarella sticks in kitchen storage area
13.Toast bread slices using an oven or toaster
14.Once tomatoes are cooked through, remove pan from heat
15.Serve cooked tomatoes and minced garlic over toasted bread slices
16.Sprinkle shredded mozzarella cheese on top of each serving 
17.Enjoy your delicious dish!",0
190,88,"grater, shears, uncut white bread, sliced whole wheat bread, toasted bread, honey, muesli, cornflakes, paring knife, butter knife, bread knife","a grater, shears, uncut white bread, sliced whole wheat bread, toasted bread, honey, muesli, cornflakes, a paring knife, a butter knife, a bread knife","Robot, please use the grater to grate a block of cheddar cheese. Then, use the knife to cut a slice of toasted bread in half. Spread a layer of honey on each half of the toast, and sprinkle a handful of muesli on top of the honey. Place the grated cheese on top of the muesli, and microwave the toast for 30 seconds until the cheese is melted. ","Kitchen robot, please grate the cheddar cheese using the grater. Then, cut the toasted bread slice in half with the knife. Spread honey on each half of the toast and sprinkle muesli on top. Place the grated cheese on top of the muesli and microwave for 30 seconds until melted.",preferences,,"Robot, please use the grater to grate a block of cheddar cheese. Then, use the knife to cut a slice of toasted bread in half. Spread a layer of honey on each half of the toast, and sprinkle a handful of muesli on top of the honey. Place the grated cheese on top of the muesli, and microwave the toast for 30 seconds until the cheese is melted.",Which type of bread should be used for this task?,Which type of bread should be used for this task?,"Action Plan for the Kitchen Robot:

1. Locate the grater in the kitchen and bring it to the kitchen table.
2. Retrieve a block of cheddar cheese from the fridge and place it next to the grater.
3. Use the grater to grate a sufficient amount of cheddar cheese onto a plate.
4. Set aside the grated cheese and return any remaining block of cheese back to the fridge.
5. Locate a slice of toasted bread on the kitchen table and bring it to a cutting board.
6. Use a knife (bread knife or paring knife) to cut the toast in half, creating two equal halves.
7. Retrieve honey from one of the cabinets or pantry shelves and place it next to the toast halves on the cutting board.
8. Spread an even layer of honey on each half of toast using either a butter knife or spoon.
9. Retrieve muesli from one of the cabinets or pantry shelves and sprinkle a handful on top of each honey-coated toast half.
10. Place an ample amount of grated cheddar cheese on top of each muesli-covered toast half, ensuring even distribution across both pieces.
11. Preheat microwave oven if necessary, then place both prepared toast halves inside for 30 seconds until cheese is melted.

The robot should follow these steps carefully in order to successfully complete its task as instructed by its user, resulting in delicious melted cheese topped with sweet honey and crunchy muesli on toasted bread slices!",0
191,194,"grater, shears, knife block, eggs, muesli, cornflakes, table salt, granulated sugar, sea salt, coconut oil, olive oil, block of cheese","a grater, shears, a knife block, eggs, muesli, cornflakes, table salt, granulated sugar, sea salt, coconut oil, olive oil, a block of cheese","Robot, please use the grater to grate a block of cheese.","Kitchen robot, please shred the block of cheese using the grater.",preferences,,"Robot, please grate the block of cheese using a kitchen tool.",Which specific kitchen tool should I use to grate the block of cheese?,Which specific kitchen tool should I use to grate the block of cheese?,"1. Locate the grater in the kitchen.
2. Pick up the grater and place it on a stable surface, such as the kitchen table.
3. Retrieve the block of cheese from its storage location, which could be in the fridge or on a shelf.
4. Place the block of cheese next to the grater on the kitchen table.
5. Hold onto one end of the block of cheese with one hand to stabilize it.
6. With your other hand, grasp the grater securely and position it over the block of cheese.
7. Begin moving the block of cheese back and forth against the grater's sharp edges, applying gentle pressure to grate it into small pieces or shreds.
8. Continue grating until you have achieved your desired amount of grated cheese.
9. Once finished, carefully remove any remaining portion of ungrated cheese from your hand and set aside for future use or discard if necessary.
10. Clean up any leftover bits of grated cheese that may have fallen onto your work surface using a damp cloth or paper towel.

Congratulations! You have successfully grated a block of cheese using a grater with precision and efficiency as instructed by your task!",0
192,159,"grater, stainless steel tablespoon, wooden tablespoon, silver teaspoon, black tea bags, green tea bags, orange, banana, grapes, avocado, apple, glass milk bottle, oat milk bottle","a grater, a stainless steel tablespoon, a wooden tablespoon, a silver teaspoon, black tea bags, green tea bags, an orange, a banana, grapes, an avocado, an apple, a glass milk bottle, an oat milk bottle","Robot, please use the grater to grate the zest of an orange. Then, use a tablespoon to scoop out the flesh of an avocado and mash it in a bowl. Add the orange zest and a squeeze of lemon juice (if available in the kitchen) to the mashed avocado. Mix well and serve the avocado-orange dip with a side of sliced apple and a glass of oat milk.","Kitchen robot, please grate the outer skin of an orange using the grater. Then, use a tablespoon to scoop out the insides of an avocado and mash it in a bowl. Combine the grated orange skin and a splash of lemon juice (if it is available in the kitchen) with the mashed avocado. Stir thoroughly and serve the avocado-orange dip with sliced apple on the side and a glass of oat milk.",preferences,,"Robot, please use the grater to grate the zest of an orange. Then, use a tablespoon to scoop out the flesh of an avocado and mash it in a bowl. Add the orange zest and a squeeze of lemon juice (if available in the kitchen) to the mashed avocado. Mix well and serve the avocado-orange dip with a side of sliced apple and a glass of oat milk.",Which type of milk should be used for serving with the avocado-orange dip?,Which type of milk should be used for serving with the avocado-orange dip?,"1. Locate the grater in the kitchen.
2. Pick up the grater and place it on the kitchen table.
3. Locate an orange in the fridge.
4. Take out the orange from the fridge and place it on the kitchen table.
5. Use the grater to grate the zest of the orange onto a clean plate or bowl.
6. Set aside the grated orange zest for later use.
7. Locate an avocado in the fridge.
8. Take out the avocado from the fridge and place it on a cutting board.
9. Use a stainless steel tablespoon to scoop out the flesh of the avocado into a mixing bowl.
10. Mash up avocado flesh using either a wooden tablespoon or fork until smooth consistency is achieved.
11. Add grated orange zest to mashed avocado in mixing bowl
12.If lemon juice is available, squeeze some lemon juice into mixture
13.Mix well until all ingredients are combined evenly
14.Slice an apple into thin slices and arrange them on a plate as side dish
15.Locate oat milk bottle in fridge
16.Pour oat milk into glass cup 
17.Serve mashed avocado-orange dip with sliced apple and glass of oat milk

The robot should follow these steps carefully to successfully complete its task of making avocado-orange dip with sliced apple and oat milk for serving at mealtime!",0
193,21,"bottle opener, coffee machine, grater, lemon, orange, apple, avocado, energy bar, water","a bottle opener, a coffee machine, a grater, a lemon, an orange, an apple, an avocado, an energy bar, water","Robot, please use the grater to zest the lemon and orange into a small bowl, and then use the coffee machine to brew a cup of hot water. Add the zest to the hot water and let it steep for a few minutes to create a citrusy herbal tea.","Hey kitchen robot, please grate the lemon and orange using the shredder into a small bowl. Then, brew a cup of hot water using the coffee maker. Add the grated zest to the hot water and let it steep for a few minutes to make a citrusy herbal tea. Thank you!",preferences,,"Robot, please use the grater to zest the lemon and orange into a small bowl, and then use the coffee machine to brew a cup of hot water. Add the zest to the hot water and let it steep for a few minutes to create a citrusy herbal tea.",Should I use the coffee machine that is next to the sink or the one on top of the kitchen table?,Should I use the coffee machine that is next to the sink or the one on top of the kitchen table?,"1. Locate the grater in the kitchen and bring it to the kitchen table.
2. Find the lemon and orange in the fridge, take them out, and place them on the kitchen table.
3. Use the grater to zest both the lemon and orange into a small bowl.
4. Once zested, set aside the bowl with citrus zest.
5. Locate the coffee machine on the kitchen counter and ensure it is filled with water.
6. Turn on the coffee machine to brew a cup of hot water.
7. While waiting for the hot water to brew, return to the kitchen table and retrieve the bowl of citrus zest.
8. Once brewed, pour hot water into a cup or mug from coffee machine
9. Add citrus zest from bowl into hot water
10. Let steep for a few minutes to infuse flavors
11. Serve citrusy herbal tea in a clean cup or mug
12.Enjoy your refreshing drink!",0
